"","Var1","Var2","Var3","value"
"5955",3,1,497,18
"5956",1,2,497,10
"5957",2,2,497,10
"5958",3,2,497,10
"5959",1,3,497,2
"5960",2,3,497,2
"5961",3,3,497,2
"5962",1,4,497,2
"5963",2,4,497,2
"5964",3,4,497,2
"5965",1,1,498,19
"5966",2,1,498,19
"5967",3,1,498,18
"5968",1,2,498,8
"5969",2,2,498,8
"5970",3,2,498,8
"5971",1,3,498,5
"5972",2,3,498,5
"5973",3,3,498,5
"5974",1,4,498,3
"5975",2,4,498,3
"5976",3,4,498,2
"5977",1,1,499,18
"5978",2,1,499,18
"5979",3,1,499,18
"5980",1,2,499,7
"5981",2,2,499,7
"5982",3,2,499,7
"5983",1,3,499,3
"5984",2,3,499,3
"5985",3,3,499,3
"5986",1,4,499,2
"5987",2,4,499,2
"5988",3,4,499,2
"5989",1,1,500,37
"5990",2,1,500,37
"5991",3,1,500,37
"5992",1,2,500,7
"5993",2,2,500,7
"5994",3,2,500,7
"5995",1,3,500,4
"5996",2,3,500,4
"5997",3,3,500,4
"5998",1,4,500,2
"5999",2,4,500,2
"6000",3,4,500,2
"6001",1,1,501,39
"6002",2,1,501,39
"6003",3,1,501,39
"6004",1,2,501,7
"6005",2,2,501,7
"6006",3,2,501,7
"6007",1,3,501,4
"6008",2,3,501,4
"6009",3,3,501,4
"6010",1,4,501,2
"6011",2,4,501,2
"6012",3,4,501,2
"6013",1,1,502,36
"6014",2,1,502,36
"6015",3,1,502,35
"6016",1,2,502,4
"6017",2,2,502,4
"6018",3,2,502,4
"6019",1,3,502,3
"6020",2,3,502,3
"6021",3,3,502,3
"6022",1,4,502,2
"6023",2,4,502,2
"6024",3,4,502,2
"6025",1,1,503,29
"6026",2,1,503,29
"6027",3,1,503,27
"6028",1,2,503,7
"6029",2,2,503,7
"6030",3,2,503,7
"6031",1,3,503,2
"6032",2,3,503,2
"6033",3,3,503,2
"6034",1,4,503,2
"6035",2,4,503,2
"6036",3,4,503,2
"6037",1,1,504,20
"6038",2,1,504,20
"6039",3,1,504,20
"6040",1,2,504,3
"6041",2,2,504,3
"6042",3,2,504,3
"6043",1,3,504,3
"6044",2,3,504,3
"6045",3,3,504,3
"6046",1,4,504,1
"6047",2,4,504,1
"6048",3,4,504,1
"6049",1,1,505,13
"6050",2,1,505,13
"6051",3,1,505,13
"6052",1,2,505,6
"6053",2,2,505,6
"6054",3,2,505,6
"6055",1,3,505,4
"6056",2,3,505,4
"6057",3,3,505,4
"6058",1,4,505,2
"6059",2,4,505,2
"6060",3,4,505,2
"6061",1,1,506,13
"6062",2,1,506,13
"6063",3,1,506,13
"6064",1,2,506,5
"6065",2,2,506,5
"6066",3,2,506,5
"6067",1,3,506,3
"6068",2,3,506,3
"6069",3,3,506,3
"6070",1,4,506,2
"6071",2,4,506,2
"6072",3,4,506,2
"6073",1,1,507,15
"6074",2,1,507,15
"6075",3,1,507,15
"6076",1,2,507,6
"6077",2,2,507,6
"6078",3,2,507,6
"6079",1,3,507,2
"6080",2,3,507,2
"6081",3,3,507,2
"6082",1,4,507,2
"6083",2,4,507,2
"6084",3,4,507,2
"6085",1,1,508,18
"6086",2,1,508,18
"6087",3,1,508,18
"6088",1,2,508,8
"6089",2,2,508,8
"6090",3,2,508,8
"6091",1,3,508,3
"6092",2,3,508,3
"6093",3,3,508,3
"6094",1,4,508,3
"6095",2,4,508,3
"6096",3,4,508,3
"6097",1,1,509,30
"6098",2,1,509,30
"6099",3,1,509,30
"6100",1,2,509,6
"6101",2,2,509,6
"6102",3,2,509,6
"6103",1,3,509,4
"6104",2,3,509,4
"6105",3,3,509,4
"6106",1,4,509,3
"6107",2,4,509,3
"6108",3,4,509,3
"6109",1,1,510,18
"6110",2,1,510,18
"6111",3,1,510,18
"6112",1,2,510,7
"6113",2,2,510,7
"6114",3,2,510,7
"6115",1,3,510,4
"6116",2,3,510,4
"6117",3,3,510,4
"6118",1,4,510,1
"6119",2,4,510,1
"6120",3,4,510,1
"6121",1,1,511,31
"6122",2,1,511,31
"6123",3,1,511,31
"6124",1,2,511,4
"6125",2,2,511,4
"6126",3,2,511,4
"6127",1,3,511,2
"6128",2,3,511,2
"6129",3,3,511,2
"6130",1,4,511,3
"6131",2,4,511,3
"6132",3,4,511,3
"6133",1,1,512,33
"6134",2,1,512,33
"6135",3,1,512,33
"6136",1,2,512,9
"6137",2,2,512,9
"6138",3,2,512,8
"6139",1,3,512,3
"6140",2,3,512,3
"6141",3,3,512,3
"6142",1,4,512,2
"6143",2,4,512,2
"6144",3,4,512,2
"6145",1,1,513,17
"6146",2,1,513,17
"6147",3,1,513,17
"6148",1,2,513,7
"6149",2,2,513,7
"6150",3,2,513,7
"6151",1,3,513,5
"6152",2,3,513,5
"6153",3,3,513,4
"6154",1,4,513,2
"6155",2,4,513,2
"6156",3,4,513,2
"6157",1,1,514,26
"6158",2,1,514,26
"6159",3,1,514,25
"6160",1,2,514,10
"6161",2,2,514,10
"6162",3,2,514,10
"6163",1,3,514,2
"6164",2,3,514,2
"6165",3,3,514,2
"6166",1,4,514,1
"6167",2,4,514,1
"6168",3,4,514,1
"6169",1,1,515,53
"6170",2,1,515,53
"6171",3,1,515,53
"6172",1,2,515,5
"6173",2,2,515,5
"6174",3,2,515,5
"6175",1,3,515,4
"6176",2,3,515,4
"6177",3,3,515,4
"6178",1,4,515,1
"6179",2,4,515,1
"6180",3,4,515,1
"6181",1,1,516,30
"6182",2,1,516,30
"6183",3,1,516,30
"6184",1,2,516,7
"6185",2,2,516,7
"6186",3,2,516,7
"6187",1,3,516,4
"6188",2,3,516,4
"6189",3,3,516,3
"6190",1,4,516,2
"6191",2,4,516,2
"6192",3,4,516,2
"6193",1,1,517,33
"6194",2,1,517,33
"6195",3,1,517,29
"6196",1,2,517,10
"6197",2,2,517,10
"6198",3,2,517,10
"6199",1,3,517,3
"6200",2,3,517,3
"6201",3,3,517,2
"6202",1,4,517,2
"6203",2,4,517,2
"6204",3,4,517,2
"6205",1,1,518,32
"6206",2,1,518,32
"6207",3,1,518,32
"6208",1,2,518,5
"6209",2,2,518,5
"6210",3,2,518,5
"6211",1,3,518,3
"6212",2,3,518,3
"6213",3,3,518,3
"6214",1,4,518,2
"6215",2,4,518,2
"6216",3,4,518,2
"6217",1,1,519,21
"6218",2,1,519,21
"6219",3,1,519,21
"6220",1,2,519,8
"6221",2,2,519,8
"6222",3,2,519,7
"6223",1,3,519,3
"6224",2,3,519,3
"6225",3,3,519,3
"6226",1,4,519,2
"6227",2,4,519,2
"6228",3,4,519,2
"6229",1,1,520,23
"6230",2,1,520,23
"6231",3,1,520,22
"6232",1,2,520,5
"6233",2,2,520,5
"6234",3,2,520,5
"6235",1,3,520,5
"6236",2,3,520,5
"6237",3,3,520,5
"6238",1,4,520,2
"6239",2,4,520,2
"6240",3,4,520,2
"6241",1,1,521,23
"6242",2,1,521,23
"6243",3,1,521,23
"6244",1,2,521,6
"6245",2,2,521,6
"6246",3,2,521,5
"6247",1,3,521,3
"6248",2,3,521,3
"6249",3,3,521,2
"6250",1,4,521,2
"6251",2,4,521,2
"6252",3,4,521,2
"6253",1,1,522,19
"6254",2,1,522,19
"6255",3,1,522,17
"6256",1,2,522,10
"6257",2,2,522,10
"6258",3,2,522,10
"6259",1,3,522,3
"6260",2,3,522,3
"6261",3,3,522,3
"6262",1,4,522,2
"6263",2,4,522,2
"6264",3,4,522,2
"6265",1,1,523,20
"6266",2,1,523,20
"6267",3,1,523,19
"6268",1,2,523,7
"6269",2,2,523,7
"6270",3,2,523,7
"6271",1,3,523,6
"6272",2,3,523,6
"6273",3,3,523,6
"6274",1,4,523,2
"6275",2,4,523,2
"6276",3,4,523,2
"6277",1,1,524,38
"6278",2,1,524,38
"6279",3,1,524,33
"6280",1,2,524,4
"6281",2,2,524,4
"6282",3,2,524,4
"6283",1,3,524,2
"6284",2,3,524,2
"6285",3,3,524,2
"6286",1,4,524,2
"6287",2,4,524,2
"6288",3,4,524,2
"6289",1,1,525,14
"6290",2,1,525,14
"6291",3,1,525,14
"6292",1,2,525,3
"6293",2,2,525,3
"6294",3,2,525,3
"6295",1,3,525,3
"6296",2,3,525,3
"6297",3,3,525,2
"6298",1,4,525,2
"6299",2,4,525,2
"6300",3,4,525,2
"6301",1,1,526,9
"6302",2,1,526,9
"6303",3,1,526,9
"6304",1,2,526,8
"6305",2,2,526,8
"6306",3,2,526,7
"6307",1,3,526,3
"6308",2,3,526,3
"6309",3,3,526,3
"6310",1,4,526,2
"6311",2,4,526,2
"6312",3,4,526,2
"6313",1,1,527,22
"6314",2,1,527,22
"6315",3,1,527,22
"6316",1,2,527,9
"6317",2,2,527,9
"6318",3,2,527,9
"6319",1,3,527,5
"6320",2,3,527,5
"6321",3,3,527,3
"6322",1,4,527,2
"6323",2,4,527,2
"6324",3,4,527,1
"6325",1,1,528,8
"6326",2,1,528,8
"6327",3,1,528,8
"6328",1,2,528,7
"6329",2,2,528,7
"6330",3,2,528,7
"6331",1,3,528,3
"6332",2,3,528,3
"6333",3,3,528,2
"6334",1,4,528,2
"6335",2,4,528,2
"6336",3,4,528,2
"6337",1,1,529,16
"6338",2,1,529,16
"6339",3,1,529,16
"6340",1,2,529,8
"6341",2,2,529,8
"6342",3,2,529,8
"6343",1,3,529,3
"6344",2,3,529,3
"6345",3,3,529,3
"6346",1,4,529,2
"6347",2,4,529,2
"6348",3,4,529,1
"6349",1,1,530,15
"6350",2,1,530,15
"6351",3,1,530,15
"6352",1,2,530,4
"6353",2,2,530,4
"6354",3,2,530,4
"6355",1,3,530,3
"6356",2,3,530,3
"6357",3,3,530,3
"6358",1,4,530,3
"6359",2,4,530,3
"6360",3,4,530,2
"6361",1,1,531,24
"6362",2,1,531,24
"6363",3,1,531,24
"6364",1,2,531,8
"6365",2,2,531,8
"6366",3,2,531,8
"6367",1,3,531,3
"6368",2,3,531,3
"6369",3,3,531,3
"6370",1,4,531,2
"6371",2,4,531,2
"6372",3,4,531,2
"6373",1,1,532,15
"6374",2,1,532,15
"6375",3,1,532,14
"6376",1,2,532,8
"6377",2,2,532,8
"6378",3,2,532,8
"6379",1,3,532,3
"6380",2,3,532,3
"6381",3,3,532,3
"6382",1,4,532,2
"6383",2,4,532,2
"6384",3,4,532,2
"6385",1,1,533,26
"6386",2,1,533,26
"6387",3,1,533,26
"6388",1,2,533,6
"6389",2,2,533,6
"6390",3,2,533,6
"6391",1,3,533,3
"6392",2,3,533,3
"6393",3,3,533,3
"6394",1,4,533,2
"6395",2,4,533,2
"6396",3,4,533,2
"6397",1,1,534,22
"6398",2,1,534,22
"6399",3,1,534,21
"6400",1,2,534,8
"6401",2,2,534,8
"6402",3,2,534,8
"6403",1,3,534,2
"6404",2,3,534,2
"6405",3,3,534,2
"6406",1,4,534,2
"6407",2,4,534,2
"6408",3,4,534,2
"6409",1,1,535,22
"6410",2,1,535,22
"6411",3,1,535,22
"6412",1,2,535,5
"6413",2,2,535,5
"6414",3,2,535,5
"6415",1,3,535,5
"6416",2,3,535,5
"6417",3,3,535,5
"6418",1,4,535,2
"6419",2,4,535,2
"6420",3,4,535,2
"6421",1,1,536,38
"6422",2,1,536,38
"6423",3,1,536,34
"6424",1,2,536,9
"6425",2,2,536,9
"6426",3,2,536,9
"6427",1,3,536,2
"6428",2,3,536,2
"6429",3,3,536,2
"6430",1,4,536,2
"6431",2,4,536,2
"6432",3,4,536,2
"6433",1,1,537,18
"6434",2,1,537,18
"6435",3,1,537,18
"6436",1,2,537,6
"6437",2,2,537,6
"6438",3,2,537,6
"6439",1,3,537,2
"6440",2,3,537,2
"6441",3,3,537,2
"6442",1,4,537,2
"6443",2,4,537,2
"6444",3,4,537,2
"6445",1,1,538,25
"6446",2,1,538,25
"6447",3,1,538,23
"6448",1,2,538,6
"6449",2,2,538,6
"6450",3,2,538,6
"6451",1,3,538,4
"6452",2,3,538,4
"6453",3,3,538,4
"6454",1,4,538,2
"6455",2,4,538,2
"6456",3,4,538,2
"6457",1,1,539,27
"6458",2,1,539,27
"6459",3,1,539,27
"6460",1,2,539,11
"6461",2,2,539,11
"6462",3,2,539,10
"6463",1,3,539,4
"6464",2,3,539,4
"6465",3,3,539,4
"6466",1,4,539,2
"6467",2,4,539,2
"6468",3,4,539,2
"6469",1,1,540,35
"6470",2,1,540,35
"6471",3,1,540,26
"6472",1,2,540,4
"6473",2,2,540,4
"6474",3,2,540,4
"6475",1,3,540,3
"6476",2,3,540,3
"6477",3,3,540,3
"6478",1,4,540,2
"6479",2,4,540,2
"6480",3,4,540,2
"6481",1,1,541,28
"6482",2,1,541,28
"6483",3,1,541,27
"6484",1,2,541,6
"6485",2,2,541,6
"6486",3,2,541,5
"6487",1,3,541,5
"6488",2,3,541,5
"6489",3,3,541,5
"6490",1,4,541,2
"6491",2,4,541,2
"6492",3,4,541,2
"6493",1,1,542,24
"6494",2,1,542,24
"6495",3,1,542,20
"6496",1,2,542,6
"6497",2,2,542,6
"6498",3,2,542,6
"6499",1,3,542,4
"6500",2,3,542,4
"6501",3,3,542,4
"6502",1,4,542,2
"6503",2,4,542,2
"6504",3,4,542,2
"6505",1,1,543,14
"6506",2,1,543,14
"6507",3,1,543,14
"6508",1,2,543,5
"6509",2,2,543,5
"6510",3,2,543,5
"6511",1,3,543,3
"6512",2,3,543,3
"6513",3,3,543,3
"6514",1,4,543,2
"6515",2,4,543,2
"6516",3,4,543,2
"6517",1,1,544,37
"6518",2,1,544,37
"6519",3,1,544,25
"6520",1,2,544,5
"6521",2,2,544,5
"6522",3,2,544,5
"6523",1,3,544,2
"6524",2,3,544,2
"6525",3,3,544,2
"6526",1,4,544,2
"6527",2,4,544,2
"6528",3,4,544,2
"6529",1,1,545,40
"6530",2,1,545,40
"6531",3,1,545,40
"6532",1,2,545,6
"6533",2,2,545,6
"6534",3,2,545,6
"6535",1,3,545,3
"6536",2,3,545,3
"6537",3,3,545,3
"6538",1,4,545,2
"6539",2,4,545,2
"6540",3,4,545,2
"6541",1,1,546,40
"6542",2,1,546,40
"6543",3,1,546,40
"6544",1,2,546,5
"6545",2,2,546,5
"6546",3,2,546,4
"6547",1,3,546,3
"6548",2,3,546,3
"6549",3,3,546,3
"6550",1,4,546,2
"6551",2,4,546,2
"6552",3,4,546,2
"6553",1,1,547,47
"6554",2,1,547,47
"6555",3,1,547,47
"6556",1,2,547,11
"6557",2,2,547,11
"6558",3,2,547,11
"6559",1,3,547,3
"6560",2,3,547,3
"6561",3,3,547,3
"6562",1,4,547,3
"6563",2,4,547,3
"6564",3,4,547,3
"6565",1,1,548,21
"6566",2,1,548,21
"6567",3,1,548,21
"6568",1,2,548,6
"6569",2,2,548,6
"6570",3,2,548,5
"6571",1,3,548,4
"6572",2,3,548,4
"6573",3,3,548,4
"6574",1,4,548,3
"6575",2,4,548,3
"6576",3,4,548,3
"6577",1,1,549,14
"6578",2,1,549,14
"6579",3,1,549,14
"6580",1,2,549,4
"6581",2,2,549,4
"6582",3,2,549,4
"6583",1,3,549,3
"6584",2,3,549,3
"6585",3,3,549,3
"6586",1,4,549,3
"6587",2,4,549,3
"6588",3,4,549,3
"6589",1,1,550,31
"6590",2,1,550,31
"6591",3,1,550,31
"6592",1,2,550,6
"6593",2,2,550,6
"6594",3,2,550,6
"6595",1,3,550,4
"6596",2,3,550,4
"6597",3,3,550,4
"6598",1,4,550,2
"6599",2,4,550,2
"6600",3,4,550,2
"6601",1,1,551,23
"6602",2,1,551,23
"6603",3,1,551,23
"6604",1,2,551,7
"6605",2,2,551,7
"6606",3,2,551,7
"6607",1,3,551,4
"6608",2,3,551,4
"6609",3,3,551,4
"6610",1,4,551,2
"6611",2,4,551,2
"6612",3,4,551,2
"6613",1,1,552,22
"6614",2,1,552,22
"6615",3,1,552,22
"6616",1,2,552,7
"6617",2,2,552,7
"6618",3,2,552,7
"6619",1,3,552,5
"6620",2,3,552,5
"6621",3,3,552,4
"6622",1,4,552,2
"6623",2,4,552,2
"6624",3,4,552,2
"6625",1,1,553,17
"6626",2,1,553,17
"6627",3,1,553,17
"6628",1,2,553,7
"6629",2,2,553,7
"6630",3,2,553,7
"6631",1,3,553,5
"6632",2,3,553,5
"6633",3,3,553,5
"6634",1,4,553,3
"6635",2,4,553,3
"6636",3,4,553,3
"6637",1,1,554,16
"6638",2,1,554,16
"6639",3,1,554,15
"6640",1,2,554,8
"6641",2,2,554,8
"6642",3,2,554,8
"6643",1,3,554,2
"6644",2,3,554,2
"6645",3,3,554,2
"6646",1,4,554,3
"6647",2,4,554,3
"6648",3,4,554,3
"6649",1,1,555,23
"6650",2,1,555,23
"6651",3,1,555,23
"6652",1,2,555,11
"6653",2,2,555,11
"6654",3,2,555,11
"6655",1,3,555,3
"6656",2,3,555,3
"6657",3,3,555,3
"6658",1,4,555,2
"6659",2,4,555,2
"6660",3,4,555,2
"6661",1,1,556,14
"6662",2,1,556,14
"6663",3,1,556,13
"6664",1,2,556,7
"6665",2,2,556,7
"6666",3,2,556,7
"6667",1,3,556,3
"6668",2,3,556,3
"6669",3,3,556,3
"6670",1,4,556,2
"6671",2,4,556,2
"6672",3,4,556,2
"6673",1,1,557,18
"6674",2,1,557,18
"6675",3,1,557,18
"6676",1,2,557,6
"6677",2,2,557,6
"6678",3,2,557,5
"6679",1,3,557,3
"6680",2,3,557,3
"6681",3,3,557,3
"6682",1,4,557,2
"6683",2,4,557,2
"6684",3,4,557,2
"6685",1,1,558,29
"6686",2,1,558,29
"6687",3,1,558,29
"6688",1,2,558,15
"6689",2,2,558,15
"6690",3,2,558,15
"6691",1,3,558,6
"6692",2,3,558,6
"6693",3,3,558,6
"6694",1,4,558,3
"6695",2,4,558,3
"6696",3,4,558,3
"6697",1,1,559,21
"6698",2,1,559,21
"6699",3,1,559,21
"6700",1,2,559,9
"6701",2,2,559,9
"6702",3,2,559,9
"6703",1,3,559,4
"6704",2,3,559,4
"6705",3,3,559,4
"6706",1,4,559,3
"6707",2,4,559,3
"6708",3,4,559,3
"6709",1,1,560,25
"6710",2,1,560,25
"6711",3,1,560,24
"6712",1,2,560,11
"6713",2,2,560,11
"6714",3,2,560,11
"6715",1,3,560,3
"6716",2,3,560,3
"6717",3,3,560,3
"6718",1,4,560,1
"6719",2,4,560,1
"6720",3,4,560,1
"6721",1,1,561,20
"6722",2,1,561,20
"6723",3,1,561,20
"6724",1,2,561,9
"6725",2,2,561,9
"6726",3,2,561,9
"6727",1,3,561,3
"6728",2,3,561,3
"6729",3,3,561,3
"6730",1,4,561,2
"6731",2,4,561,2
"6732",3,4,561,2
"6733",1,1,562,35
"6734",2,1,562,35
"6735",3,1,562,34
"6736",1,2,562,12
"6737",2,2,562,12
"6738",3,2,562,12
"6739",1,3,562,3
"6740",2,3,562,3
"6741",3,3,562,3
"6742",1,4,562,2
"6743",2,4,562,2
"6744",3,4,562,2
"6745",1,1,563,25
"6746",2,1,563,25
"6747",3,1,563,25
"6748",1,2,563,5
"6749",2,2,563,5
"6750",3,2,563,5
"6751",1,3,563,5
"6752",2,3,563,5
"6753",3,3,563,5
"6754",1,4,563,2
"6755",2,4,563,2
"6756",3,4,563,2
"6757",1,1,564,26
"6758",2,1,564,26
"6759",3,1,564,24
"6760",1,2,564,11
"6761",2,2,564,11
"6762",3,2,564,11
"6763",1,3,564,5
"6764",2,3,564,5
"6765",3,3,564,5
"6766",1,4,564,2
"6767",2,4,564,2
"6768",3,4,564,2
"6769",1,1,565,29
"6770",2,1,565,29
"6771",3,1,565,29
"6772",1,2,565,5
"6773",2,2,565,5
"6774",3,2,565,5
"6775",1,3,565,4
"6776",2,3,565,4
"6777",3,3,565,3
"6778",1,4,565,3
"6779",2,4,565,3
"6780",3,4,565,3
"6781",1,1,566,19
"6782",2,1,566,19
"6783",3,1,566,19
"6784",1,2,566,5
"6785",2,2,566,5
"6786",3,2,566,5
"6787",1,3,566,4
"6788",2,3,566,4
"6789",3,3,566,4
"6790",1,4,566,3
"6791",2,4,566,3
"6792",3,4,566,3
"6793",1,1,567,12
"6794",2,1,567,12
"6795",3,1,567,12
"6796",1,2,567,5
"6797",2,2,567,5
"6798",3,2,567,5
"6799",1,3,567,4
"6800",2,3,567,4
"6801",3,3,567,4
"6802",1,4,567,3
"6803",2,4,567,3
"6804",3,4,567,3
"6805",1,1,568,20
"6806",2,1,568,20
"6807",3,1,568,20
"6808",1,2,568,11
"6809",2,2,568,11
"6810",3,2,568,11
"6811",1,3,568,3
"6812",2,3,568,3
"6813",3,3,568,3
"6814",1,4,568,2
"6815",2,4,568,2
"6816",3,4,568,2
"6817",1,1,569,17
"6818",2,1,569,17
"6819",3,1,569,17
"6820",1,2,569,5
"6821",2,2,569,5
"6822",3,2,569,5
"6823",1,3,569,5
"6824",2,3,569,5
"6825",3,3,569,5
"6826",1,4,569,2
"6827",2,4,569,2
"6828",3,4,569,2
"6829",1,1,570,35
"6830",2,1,570,35
"6831",3,1,570,35
"6832",1,2,570,12
"6833",2,2,570,12
"6834",3,2,570,11
"6835",1,3,570,4
"6836",2,3,570,4
"6837",3,3,570,4
"6838",1,4,570,3
"6839",2,4,570,3
"6840",3,4,570,3
"6841",1,1,571,18
"6842",2,1,571,18
"6843",3,1,571,18
"6844",1,2,571,7
"6845",2,2,571,7
"6846",3,2,571,7
"6847",1,3,571,5
"6848",2,3,571,5
"6849",3,3,571,5
"6850",1,4,571,2
"6851",2,4,571,2
"6852",3,4,571,2
"6853",1,1,572,28
"6854",2,1,572,28
"6855",3,1,572,28
"6856",1,2,572,6
"6857",2,2,572,6
"6858",3,2,572,5
"6859",1,3,572,3
"6860",2,3,572,3
"6861",3,3,572,3
"6862",1,4,572,2
"6863",2,4,572,2
"6864",3,4,572,2
"6865",1,1,573,39
"6866",2,1,573,39
"6867",3,1,573,39
"6868",1,2,573,5
"6869",2,2,573,5
"6870",3,2,573,5
"6871",1,3,573,4
"6872",2,3,573,4
"6873",3,3,573,3
"6874",1,4,573,2
"6875",2,4,573,2
"6876",3,4,573,2
"6877",1,1,574,35
"6878",2,1,574,35
"6879",3,1,574,33
"6880",1,2,574,5
"6881",2,2,574,5
"6882",3,2,574,5
"6883",1,3,574,5
"6884",2,3,574,5
"6885",3,3,574,5
"6886",1,4,574,3
"6887",2,4,574,3
"6888",3,4,574,2
"6889",1,1,575,35
"6890",2,1,575,35
"6891",3,1,575,35
"6892",1,2,575,7
"6893",2,2,575,7
"6894",3,2,575,7
"6895",1,3,575,3
"6896",2,3,575,3
"6897",3,3,575,3
"6898",1,4,575,2
"6899",2,4,575,2
"6900",3,4,575,2
"6901",1,1,576,35
"6902",2,1,576,35
"6903",3,1,576,34
"6904",1,2,576,7
"6905",2,2,576,7
"6906",3,2,576,7
"6907",1,3,576,5
"6908",2,3,576,5
"6909",3,3,576,5
"6910",1,4,576,2
"6911",2,4,576,2
"6912",3,4,576,2
"6913",1,1,577,31
"6914",2,1,577,31
"6915",3,1,577,31
"6916",1,2,577,8
"6917",2,2,577,8
"6918",3,2,577,8
"6919",1,3,577,3
"6920",2,3,577,3
"6921",3,3,577,3
"6922",1,4,577,2
"6923",2,4,577,2
"6924",3,4,577,2
"6925",1,1,578,14
"6926",2,1,578,14
"6927",3,1,578,13
"6928",1,2,578,11
"6929",2,2,578,11
"6930",3,2,578,11
"6931",1,3,578,3
"6932",2,3,578,3
"6933",3,3,578,3
"6934",1,4,578,2
"6935",2,4,578,2
"6936",3,4,578,2
"6937",1,1,579,33
"6938",2,1,579,33
"6939",3,1,579,31
"6940",1,2,579,9
"6941",2,2,579,9
"6942",3,2,579,9
"6943",1,3,579,5
"6944",2,3,579,5
"6945",3,3,579,5
"6946",1,4,579,3
"6947",2,4,579,3
"6948",3,4,579,3
"6949",1,1,580,24
"6950",2,1,580,24
"6951",3,1,580,24
"6952",1,2,580,3
"6953",2,2,580,3
"6954",3,2,580,3
"6955",1,3,580,3
"6956",2,3,580,3
"6957",3,3,580,3
"6958",1,4,580,2
"6959",2,4,580,2
"6960",3,4,580,2
"6961",1,1,581,25
"6962",2,1,581,25
"6963",3,1,581,25
"6964",1,2,581,4
"6965",2,2,581,4
"6966",3,2,581,4
"6967",1,3,581,3
"6968",2,3,581,3
"6969",3,3,581,3
"6970",1,4,581,4
"6971",2,4,581,4
"6972",3,4,581,4
"6973",1,1,582,32
"6974",2,1,582,32
"6975",3,1,582,32
"6976",1,2,582,7
"6977",2,2,582,7
"6978",3,2,582,7
"6979",1,3,582,5
"6980",2,3,582,5
"6981",3,3,582,5
"6982",1,4,582,2
"6983",2,4,582,2
"6984",3,4,582,2
"6985",1,1,583,30
"6986",2,1,583,30
"6987",3,1,583,29
"6988",1,2,583,9
"6989",2,2,583,9
"6990",3,2,583,9
"6991",1,3,583,4
"6992",2,3,583,4
"6993",3,3,583,4
"6994",1,4,583,2
"6995",2,4,583,2
"6996",3,4,583,2
"6997",1,1,584,18
"6998",2,1,584,18
"6999",3,1,584,18
"7000",1,2,584,6
"7001",2,2,584,6
"7002",3,2,584,5
"7003",1,3,584,4
"7004",2,3,584,4
"7005",3,3,584,4
"7006",1,4,584,3
"7007",2,4,584,3
"7008",3,4,584,3
"7009",1,1,585,14
"7010",2,1,585,14
"7011",3,1,585,14
"7012",1,2,585,5
"7013",2,2,585,5
"7014",3,2,585,5
"7015",1,3,585,2
"7016",2,3,585,2
"7017",3,3,585,2
"7018",1,4,585,1
"7019",2,4,585,1
"7020",3,4,585,1
"7021",1,1,586,21
"7022",2,1,586,21
"7023",3,1,586,20
"7024",1,2,586,4
"7025",2,2,586,4
"7026",3,2,586,4
"7027",1,3,586,7
"7028",2,3,586,7
"7029",3,3,586,7
"7030",1,4,586,2
"7031",2,4,586,2
"7032",3,4,586,2
"7033",1,1,587,47
"7034",2,1,587,47
"7035",3,1,587,47
"7036",1,2,587,4
"7037",2,2,587,4
"7038",3,2,587,4
"7039",1,3,587,4
"7040",2,3,587,4
"7041",3,3,587,4
"7042",1,4,587,1
"7043",2,4,587,1
"7044",3,4,587,1
"7045",1,1,588,20
"7046",2,1,588,20
"7047",3,1,588,20
"7048",1,2,588,6
"7049",2,2,588,6
"7050",3,2,588,6
"7051",1,3,588,3
"7052",2,3,588,3
"7053",3,3,588,3
"7054",1,4,588,2
"7055",2,4,588,2
"7056",3,4,588,2
"7057",1,1,589,16
"7058",2,1,589,16
"7059",3,1,589,16
"7060",1,2,589,5
"7061",2,2,589,5
"7062",3,2,589,5
"7063",1,3,589,3
"7064",2,3,589,3
"7065",3,3,589,3
"7066",1,4,589,2
"7067",2,4,589,2
"7068",3,4,589,2
"7069",1,1,590,36
"7070",2,1,590,36
"7071",3,1,590,36
"7072",1,2,590,6
"7073",2,2,590,6
"7074",3,2,590,4
"7075",1,3,590,3
"7076",2,3,590,3
"7077",3,3,590,3
"7078",1,4,590,1
"7079",2,4,590,1
"7080",3,4,590,1
"7081",1,1,591,16
"7082",2,1,591,16
"7083",3,1,591,16
"7084",1,2,591,6
"7085",2,2,591,6
"7086",3,2,591,5
"7087",1,3,591,2
"7088",2,3,591,2
"7089",3,3,591,2
"7090",1,4,591,2
"7091",2,4,591,2
"7092",3,4,591,2
"7093",1,1,592,17
"7094",2,1,592,17
"7095",3,1,592,17
"7096",1,2,592,6
"7097",2,2,592,6
"7098",3,2,592,6
"7099",1,3,592,3
"7100",2,3,592,3
"7101",3,3,592,3
"7102",1,4,592,2
"7103",2,4,592,2
"7104",3,4,592,2
"7105",1,1,593,7
"7106",2,1,593,7
"7107",3,1,593,7
"7108",1,2,593,7
"7109",2,2,593,7
"7110",3,2,593,7
"7111",1,3,593,2
"7112",2,3,593,2
"7113",3,3,593,2
"7114",1,4,593,1
"7115",2,4,593,1
"7116",3,4,593,1
"7117",1,1,594,26
"7118",2,1,594,26
"7119",3,1,594,26
